0,0,0
1,1100,1100
2,1190.72,950
3,1100,1100
4,1000,1000
5,1050,1050
6,1282.38,1153.85
7,1108.59,1175.44
8,975,975
9,1100,1100
10,1050,1050
11,1050,1050
12,1100,1100
13,1150,1150
14,1100,1100
15,1245.7,1062.5
16,1100,1100
17,1237.57,1088.89
18,1016.67,1100
19,1156.75,983.333
20,1100,1100
21,1150,1150
22,1100,1100
23,1307.08,1050
